,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
NEFL,0.072629906,2.1726222,-0.09335437,0.3259845,-0.1723248,0.7859534,0.17423779,0.8301251
STAR,0.009939695,2.405193,-0.015776262,2.2472706,-0.0014504413,0.60180783,0.003566295,0.48320574
CBS,0.017074674,1.5274817,-0.009699114,1.3901224,-0.019360486,0.5593302,0.021755997,0.4364466
CRYAA,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
APRT,0.014047204,1.6237093,-0.013484331,1.4920559,-0.020401042,0.566112,0.015139556,0.4467005
ASMTL,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STUB1,-0.076062314,-0.38760385,0.04779213,0.6902008,-0.12337363,0.774155,-0.049832635,0.22322537
ENO2,0.022204835,0.115262866,-0.05734985,-0.17578822,-0.052026846,0.5101303,0.05284989,0.46791148
PIAS4,0.014283657,2.7351334,-0.015317256,2.544467,0.0067159706,0.6036434,0.0017767141,0.49118903
IL10RA,0.021578863,1.3995184,-0.024101026,1.1690216,-0.01734826,0.5720271,0.028181745,0.4779358
STAT3,0.019059991,1.649278,-0.02383162,1.3972051,-0.026059758,0.60544765,0.02397186,0.4944864
IRF1,-0.017898433,1.2813029,-0.004714346,1.2572969,-0.026507482,0.63044494,-0.013925125,0.49145642
JUN,0.020884985,2.2524145,-0.024407763,1.9581201,-0.017927118,0.6112825,0.022304932,0.505086
OAS1,0.017481733,2.2779987,-0.021685261,2.0387669,-0.0009699827,0.5959034,0.011092126,0.50076956
MYC,0.01710106,2.521118,-0.016338456,2.2891476,-0.0049015777,0.6052127,0.011146755,0.49249426
SMAD3,0.015164519,2.3058176,-0.015647834,2.119479,-0.002448374,0.5967148,0.0075699203,0.48322922
SMAD2,0.014919743,2.3824878,-0.014547678,2.1996853,-0.00063657947,0.5964971,0.006468199,0.48275864
IL12B|IL23A,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PDGFRA,-0.013108358,0.24949946,-0.024363305,0.046262443,-0.055572208,0.6308695,0.013966402,0.5322794
IL12A|IL12B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STAT1,0.015461508,2.021552,-0.019084163,1.7963388,-0.011165143,0.6006819,0.013738141,0.4944653
STAT6,0.019582711,1.6119407,-0.020118278,1.4020604,-0.026398629,0.6119813,0.021706857,0.48796266
ANGPTL3,0.020339495,-8.075749,0.0035006627,-7.884804,-0.2554026,0.14490008,0.19917813,0.06260833
ZNRF3,0.011835402,2.129798,-0.013741134,1.9287322,-0.0066787973,0.60278237,0.0044441894,0.49303308
MCL1,0.021874052,2.439238,-0.027159337,2.1230414,-0.010507256,0.60595375,0.02173082,0.51077545
ANKRD1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STX12,0.03837462,2.349235,-0.03364346,1.5400877,-0.08128268,0.6933042,0.06513437,0.61101276
SCARA5,0.02028726,2.5247712,-0.009491524,2.3014493,0.0037870016,0.5974078,0.007629333,0.486839
FAIM,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NPDC1,0.07440049,-1.1933413,-0.023314888,-1.8502331,-0.061652508,0.4375223,0.11027031,0.47031057
B4GALT5,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GOSR2,0.022075273,2.4082794,-0.011511728,2.1595104,0.0017868918,0.5949094,0.010538525,0.4884631
KIR2DS2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SLC3A2,0.0349185,0.59429,-0.021779673,0.23315424,-0.03458028,0.5393203,0.053837735,0.46890286
SHISAL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
AGA,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CSF2RA,0.03098061,1.7844671,-0.023458974,1.4475026,-0.008875943,0.5698813,0.03028195,0.49441776
AMY2B,0.018560458,1.9953986,-0.020843817,1.7586081,-0.00779833,0.57595164,0.020319019,0.48375124
CLMP,0.11087274,-2.059258,-0.023757547,-3.0540175,-0.07064948,0.40283796,0.14860183,0.51306164
TMEM190,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
APOM,0.100211814,1.0326303,-0.13297959,-1.082664,-0.1856128,0.7170036,0.29608792,0.8655472
PABPC3,0.012675373,2.9026766,-0.017008884,2.7157989,0.009617752,0.60991347,-0.0016783911,0.49622846
SHISA2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NUCB1,0.019668872,2.3020356,-0.002985842,2.1010113,-0.0018310444,0.5887788,0.015597259,0.47298145
CEACAM20,0.036551215,1.47529,-0.01394408,1.0705726,-0.011931074,0.55083156,0.043229274,0.49711567
DNAJC16,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
IL31,0.010386433,1.2483377,-0.025402788,1.06291,-0.024774365,0.5814072,0.021499863,0.48138878
IL18RAP,0.01929919,1.6275793,-0.034861285,1.4105376,-0.015704095,0.56198865,0.026161427,0.47428426
CHIT1,0.021267835,1.4925631,-0.024195366,1.2651799,-0.016449582,0.55664897,0.027514724,0.47209996
INSL5,0.01385767,2.4863546,-0.006421478,2.3405008,0.0009771765,0.5931745,0.003934837,0.46909267
ALPI,0.013294574,2.719065,-0.027582284,2.5021334,0.0060410323,0.6022209,0.00383121,0.50373393
ANTXR1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TXNDC11,0.01735583,2.6836693,-0.010101637,2.4587946,0.0068015354,0.60120636,0.0064161345,0.4932891
TNFRSF14,0.028531864,1.4229323,-0.030112062,1.1115427,-0.017583858,0.55572504,0.037573647,0.48650527
TFF2,0.026861891,0.89579546,-0.039950397,0.5445663,-0.027645912,0.53758436,0.0488475,0.4877052
MMP10,0.06855173,1.0986464,-0.10010036,-0.86313194,-0.15278916,0.7293471,0.29300898,0.914593
CD59,0.07159824,-2.3035736,-0.014814688,-2.8701704,-0.102391824,0.4058735,0.13804898,0.40582204
MAGEA4,0.0166941,2.640404,-0.008142868,2.4512146,0.0051687444,0.5996452,0.0035701504,0.4832583
RPN1,0.006494007,2.0684214,-0.0032086591,2.296247,-0.010534683,0.68088543,-0.033978727,0.433513
CLCA1,0.014855482,2.8570182,-0.010745637,2.6708238,0.009199578,0.6083588,-0.0009817628,0.49055123
TMEM106A,0.016336434,2.5917892,-0.06257637,2.2454321,0.0045487974,0.5934524,0.017934728,0.54580283
RNF43,0.015035853,2.348542,-0.014203865,2.1367943,-0.0017205016,0.601121,0.008689384,0.49137664
PGRMC2,0.01114051,2.250603,-0.020320991,2.08888,-0.0036873939,0.5929663,0.006546162,0.48107487
ACRV1,0.058857422,0.6609238,-0.078258224,-0.057514787,-0.022285301,0.5128833,0.07861568,0.5735618
SCIMP,0.030952819,1.1587957,0.00067015085,0.87243533,-0.024052639,0.5406645,0.043465845,0.4537241
COL6A3,0.027118234,1.7041129,-0.021572184,1.3276377,-0.016854826,0.5740427,0.03897361,0.5005961
CSF2RB,0.04350882,0.7682468,-0.0066200276,0.3749309,-0.027741216,0.5281528,0.05539713,0.46415782
KCNIP3,0.034009703,1.9440175,-0.02061751,1.5752084,-0.0036162464,0.5733191,0.027699,0.5055508
PTGDS,-0.067398444,-0.88867176,0.06688844,-0.1707868,-0.106452554,0.7401084,-0.11135469,0.30069405
MXRA8,0.057977557,-2.1186645,0.04881749,-2.5849013,-0.09199512,0.4050063,0.12822738,0.36338913
DHX9,0.005218869,2.5670617,-0.02255019,2.475559,-2.4670735e-06,0.59397775,-0.0030691915,0.47027475
DPEP1,-0.04069136,-2.6704884,0.025104297,-1.6648476,-0.14440994,0.37076175,0.0027799131,0.053165406
PSMB6,0.011886152,2.8876002,-0.016395502,2.7142632,0.009008375,0.6094177,-0.0023881209,0.4927683
NRAS,0.018020803,1.510034,-0.022892611,1.2802479,-0.018795326,0.57651323,0.022438174,0.4801971
PARP1,0.006995692,2.3968194,-0.010822749,2.332514,-0.0025165305,0.61837107,-0.007066437,0.46930933
COX6A2,0.012672473,2.8871148,-0.011835348,2.7213771,0.009135032,0.60938466,-0.0030472393,0.48809597
CD99L2,-0.02937195,-2.3395412,0.044692148,-1.4589272,-0.11830287,0.63504446,-0.008455857,0.20782508
TSPEAR,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
BMPR1B,0.022262232,2.3713346,-0.010365285,2.1342478,0.00088588055,0.5913178,0.012840912,0.48511666
LAT,0.009587585,1.9697632,-0.009699499,1.842623,-0.010162036,0.5941862,0.0040983325,0.4715207
KLRC4,0.019031098,2.1073582,-0.017583402,1.9202108,-0.00602376,0.58273983,0.011883961,0.4732266
TOR1AIP2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GLB1,0.014958771,1.8699666,-0.028671663,1.6319413,-0.011274479,0.571961,0.02166041,0.4865625
TEX29,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PCDH9,0.12141019,-2.620288,-0.060162205,-3.7912726,-0.079942934,0.37621528,0.17198138,0.5536442
ITM2C,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PGLYRP3,0.017681628,2.7430227,-0.013359424,2.5271642,0.007730674,0.6046412,0.0027864731,0.49443722
NETO2,0.026967146,1.9323643,-0.024325687,1.6034582,-0.0062136436,0.5783324,0.028139632,0.49927673
LYSMD3,0.031950284,1.3733765,-0.13886324,0.7193135,-0.017168917,0.5364253,0.06303651,0.6175813
SLITRK3,0.0140045285,2.81167,-0.029476993,2.5607982,0.007439242,0.6072813,0.0073324246,0.51377517
MFAP2,0.028558232,0.8090987,-0.038648732,0.29448384,-0.045945633,0.56416357,0.07308728,0.5151575
MGAT1,0.04284771,1.0257379,0.0099984165,0.6464226,-0.022790745,0.5361841,0.052404586,0.46142393
CST8,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
B2M,0.03387908,-0.6080252,-0.042093143,-1.1134572,-0.058971647,0.48482013,0.093310356,0.48335475
PUF60,0.010905161,2.4813793,-0.010330314,2.3642027,0.00028789835,0.5978955,0.0016342422,0.46915105
PLXDC2,0.06194509,0.17287037,-0.012191717,-0.45376748,-0.03543919,0.52075016,0.08127613,0.4854166
SFTA2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
POMK,0.014788251,2.6380982,-0.012334837,2.4511027,0.004468274,0.6006391,0.0041858144,0.48566952
TMEM108,0.004909563,1.9655105,-0.0036472515,1.895654,-0.007725727,0.64138293,-0.0131739145,0.497625
NDUFS4,0.014228268,2.8228385,-0.010639766,2.647536,0.0081869615,0.6072976,-0.0007381991,0.48730713
ST3GAL5,0.012769794,2.3537662,-0.017590169,2.15687,3.2869168e-05,0.598565,0.007894946,0.49207622
RAET1L,0.024895804,2.0598614,-0.014552798,1.8055403,-0.0053416463,0.57849145,0.020252641,0.48166218
CLGN,0.031516943,0.02461955,0.0054683182,-0.28043544,-0.047592964,0.48911452,0.070319705,0.42093682
HTN3,0.010335267,2.7773364,-0.009724256,2.6600747,0.0060960874,0.6056554,-0.0052748267,0.47451353
APMAP,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TOR1AIP1,0.018367566,2.482334,-0.019701984,2.260344,0.0027270857,0.5929842,0.0077074245,0.4921834
HTN1,0.0071893437,2.4137633,-0.020704683,2.196229,-0.0029048687,0.6121052,0.0018340622,0.5048211
PLOD3,0.020161105,2.5361094,-0.011855952,2.3068619,0.0040497025,0.5973313,0.0074961167,0.4892341
GOLM2,0.04745182,1.7687447,-0.03508067,1.2735537,-0.003121946,0.56391406,0.036837287,0.5339203
MPZ,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PODXL2,0.022802636,2.1437066,-0.023649901,1.8459141,-0.0020388355,0.59105694,0.017090024,0.5077267
LRP2,0.04907816,0.7452681,-0.06275441,-0.24285787,-0.12152596,0.62281245,0.15871216,0.6173489
MSMB,0.008062475,2.0252454,-0.019701751,1.8131802,-0.010254323,0.5892626,0.017582987,0.4891776
PRR16,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MUC1,-0.025304554,-4.357068,0.079288036,-3.7599516,-0.18814264,0.3783329,0.0758668,0.078861475
SPINK13,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ST6GALNAC3,0.022155892,1.215451,-0.008176675,1.0115275,-0.023191314,0.55154,0.04244726,0.44783795
APLP2,0.0138731785,2.8638163,-0.009875692,2.691051,0.00900114,0.6085289,-0.00206043,0.4875566
HTATIP2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CD200R1,0.025198884,0.28943688,-0.013523836,0.0026435852,-0.042297084,0.5011865,0.06299387,0.4391547
ELAPOR1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TINF2,0.014145803,2.8808491,-0.011000473,2.7045326,0.009374296,0.6092846,-0.0024852443,0.48936567
OLFM3,-0.00785535,-2.2186515,0.0061152535,-2.0540962,-0.10451779,0.460599,0.09758314,0.2699554
ASCC1,0.013281012,2.9905982,-0.0112498775,2.8145776,0.011425702,0.6136787,-0.004164108,0.4927566
INSIG1,0.020567756,2.528202,-0.020775381,2.2183447,-0.015973564,0.6264157,0.024249105,0.51678145
GNPTG,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C1orf185,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STX4,0.06674286,2.2052908,-0.051468156,1.0153345,-0.121479124,0.72504807,0.11548752,0.6708099
SEMA3E,0.026611177,1.4820073,-0.031126581,1.1465414,-0.016166337,0.5695109,0.032365143,0.5023683
SFTPB,0.023958338,0.50754064,-0.017161317,0.2933889,-0.039181028,0.5215992,0.052190404,0.4339643
TMX2,0.013281012,2.9905982,-0.0112498775,2.8145776,0.011425702,0.6136787,-0.004164108,0.4927566
NDUFB4,0.014088988,2.81807,-0.009980364,2.6456344,0.008017914,0.60726136,-0.00055152527,0.48622945
KLRG2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
WFDC10B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
LRP1,0.12310401,3.04137,-0.13645025,0.6914071,-0.22292197,0.863709,0.28330636,0.9337584
IGSF11,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
COL28A1,0.016742904,1.7799323,0.00802977,1.6490269,-0.013070556,0.56354576,0.015847875,0.435922
SUDS3,0.016012728,2.4098186,-0.022124141,2.1963966,-0.0030948012,0.59949076,0.009621794,0.48946443
IRAG2,0.0006309969,2.269811,-0.014320841,2.273935,-0.00758199,0.5810633,-0.0055671604,0.43617094
GNRH2,0.008206326,2.5028565,-0.016882036,2.403519,0.00019953912,0.5960415,-0.00144613,0.46890265
ZPBP2,-0.012879993,1.3687799,-0.014391478,1.2686627,-0.022108588,0.60845053,0.0024071857,0.49008077
CD300LB,0.070619315,-0.19645295,-0.04128864,-0.892353,-0.04072143,0.48379302,0.0926175,0.51829183
ACE,0.1378614,-2.6019409,-0.058530625,-3.9484382,-0.07418211,0.37848043,0.18271706,0.5896828
PSMD5,0.012924714,2.9217067,-0.016394462,2.7331963,0.010032384,0.6109749,-0.0019792283,0.4968381
HSPA1A,-0.033517763,1.0050297,0.010536449,1.2940989,-0.0772842,0.6771785,-0.0038677996,0.37617645
SYK,0.017749567,1.3662655,-0.018621583,1.184046,-0.025124814,0.56998706,0.02879504,0.4615236
HS3ST5,0.023443207,2.6413918,-0.018629126,2.3596623,0.007159074,0.6015927,0.008834442,0.5066721
GAL3ST2,0.015245151,2.3787177,-0.018144075,2.1697261,0.00038723974,0.5905512,0.010249572,0.4879394
SERPINB1,0.020420384,2.0985498,-0.020420475,1.8783479,-0.0058890376,0.5824102,0.012979411,0.48031154
FBLN5,0.044679772,0.7816775,-0.03882147,0.33818293,-0.02650677,0.527998,0.053741008,0.49259683
CSF1,0.036731385,1.5750413,-0.04802798,1.127224,-0.011375447,0.55814993,0.042264417,0.5281955
SLITRK1,0.017426707,1.8317386,-0.011754144,1.6274416,-0.013559434,0.57999676,0.022188231,0.46711665
DKK3,0.027359176,2.3190315,-0.020494955,2.0034726,0.0010265824,0.59187996,0.016183984,0.503748
PCDHB2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CDYL2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ADAM7,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PROK2,0.008232447,1.7729644,-0.012033943,1.6787713,-0.015015381,0.5887145,0.008065642,0.45748276
UCN3,0.014699804,-0.2105315,0.019434184,-0.2106353,-0.06026377,0.49493146,0.05215854,0.34505996
KERA,0.02683713,1.2537262,-0.015653782,1.0176723,-0.021863632,0.5540674,0.031036228,0.4637186
GRIA4,0.019468471,2.5063796,-0.033139136,2.1944175,0.002377151,0.59636164,0.019205643,0.5196168
TMED2,0.014501788,2.7835655,-0.0114277825,2.595393,0.007843617,0.6069798,0.0006061513,0.49053395
ADGRG2,-0.09177837,-24.133425,0.427424,-21.31741,-0.7596777,-0.48997238,0.32368574,-1.2872581
CSGALNACT2,0.048489932,1.610118,-0.0008048774,1.1199787,-0.0058652936,0.5605056,0.04686621,0.5073839
RAB3D,-0.015249881,1.3498678,-0.01023731,1.1859636,-0.03887408,0.62514937,-0.011514539,0.5115646
CLEC4G,0.025624556,0.99326235,-0.000825007,0.8268206,-0.030004159,0.54294544,0.040732455,0.4217543
LRRC52,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CD300E,0.03481324,-0.7544377,0.024043933,-0.9117033,-0.067081936,0.45836473,0.067001805,0.3539367
SERPINH1,0.015827106,1.3711091,-0.0074552507,1.320008,-0.034234412,0.64081573,0.00833865,0.45351636
EFNA2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
KLRB1,0.018716078,1.6951374,-0.022629643,1.5218897,-0.015186074,0.5678274,0.01986721,0.46222422
CD1A,0.02104421,1.1313733,-0.025793243,0.8462584,-0.023322392,0.55501664,0.029479977,0.4817142
HABP4,0.013189172,2.0057657,-0.03725735,1.7836614,-0.008176805,0.57455873,0.017562708,0.49117452
PILRA,0.046260796,-1.0681294,-0.004181789,-1.4434965,-0.06876908,0.45818782,0.09905828,0.41122115
TOMM20L,0.014242554,2.7951243,-0.016640529,2.59367,0.008020395,0.6060283,0.0014847603,0.4959666
SMPD1,0.018274616,1.4899993,-0.041871853,1.1712077,-0.016708497,0.5596805,0.03656064,0.50129926
FBLN1,0.0417336,0.14312801,-0.030490208,-0.33370537,-0.04787008,0.5181289,0.08912425,0.4770225
VSIG10,0.03876395,1.597355,-0.0018431959,1.199326,-0.009074283,0.5573241,0.0395912,0.49142095
LINGO3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EFCAB14,0.040676363,1.8101814,-0.0055912607,1.3769412,-0.0037232963,0.5665403,0.03752553,0.5071185
B4GALT6,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
HHIP,-0.0055508753,0.06514421,0.0078429,0.10726637,-0.056008987,0.5318298,0.043085508,0.38001254
A4GNT,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GCNT4,0.010273761,2.6818483,-0.0113580115,2.5548685,0.0043487977,0.60175306,-0.0021569484,0.47467667
SIGLEC15,-0.008032011,-0.9443083,0.010461861,-0.45466405,-0.07850001,0.57993793,0.02715393,0.2843576
BTNL3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EBI3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
HNRNPDL,0.007896159,2.7208464,-0.014270656,2.575459,0.0054895496,0.6090239,-0.00412762,0.48790017
PLXNB2,0.014784204,0.7391273,-0.02664214,0.47819394,-0.034245443,0.5652863,0.035303332,0.48274514
PPP4R3A,0.014079083,2.859708,-0.012276344,2.6770263,0.009057738,0.6084137,-0.0013672125,0.49090767
SPAST,0.013071688,2.67022,-0.015764715,2.4814668,0.005548371,0.6036874,0.001987868,0.4913992
BRAT1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FAM163B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DSC1,0.034736186,1.7485739,-0.022819981,1.3732718,-0.0074973106,0.566606,0.03175783,0.50253844
C6orf89,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MRAP2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
LCTL,-0.016289793,0.4253472,0.008915279,0.42945862,-0.043999422,0.6098474,-0.008113855,0.45299488
OSMR,0.023505537,0.92490566,-0.030868623,0.64438456,-0.042137224,0.5948457,0.040978655,0.4897908
SCGN,0.06392185,-2.7905602,-0.14726448,-3.3659298,-0.104390465,0.3552624,0.11949571,0.47436127
TMPRSS11B,0.004613011,2.368969,-0.018240329,2.3256984,-0.004424737,0.58805835,-0.0031431324,0.45273933
STMN2,0.008797564,2.2203796,-0.020421913,1.9604473,-0.0042358795,0.6031027,0.00992899,0.5109687
ASPRV1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STX8,0.09976426,2.568281,-0.07991429,0.91044044,-0.17022239,0.79149354,0.1757006,0.7526262
NTM,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GALNT13,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CEACAM4,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PLA2R1,0.02497613,1.3967483,-0.031097684,1.2554581,-0.017167162,0.6016996,0.02150143,0.47101748
GNGT2,0.015450222,2.215411,-0.01881562,2.0905802,-0.0037433784,0.6056935,0.0051220176,0.47505772
CYB5D2,-0.0007649696,1.7661327,-0.07402367,1.6190026,-0.017439786,0.55692947,0.016179504,0.4913754
CALN1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CD58,0.027345262,1.2967663,-0.02908497,1.0681924,-0.020989582,0.55027866,0.029005565,0.4645707
PLEKHA4,0.013597356,2.4918873,-0.005520714,2.5179884,0.00150121,0.6303719,-0.009941744,0.44836625
SRL,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
STX6,0.058637362,2.4615617,-0.048082765,1.4211266,-0.10174622,0.7154391,0.097455874,0.6464216
PLD3,0.01933437,2.2465296,-0.04749944,1.6775222,-0.03705893,0.6511358,0.043143608,0.59998006
RPLP2,0.011932369,2.735899,-0.017950455,2.5534604,0.0064733205,0.6047134,0.0005785455,0.4926597
CLEC2A,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CLEC10A,-0.13462485,-27.831583,0.5300134,-24.25692,-0.888779,-0.63488984,0.33873588,-1.6396395
GCSH,0.013057359,2.6579351,-0.019897694,2.4788735,0.0042681037,0.601923,0.0027052965,0.48922533
BET1L,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PLAAT4,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
AHSG,0.03497803,0.8129655,-0.030775908,0.3865782,-0.02725109,0.524226,0.063617475,0.49102876
PRL,0.006051137,0.99025357,-0.01511541,0.88653135,-0.030677225,0.57282525,0.01874667,0.45066208
ART3,0.012181276,-6.5219207,0.14473146,-5.9273925,-0.22726339,0.22848783,0.12484965,-0.052991956
SPINK7,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MUCL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
UCMA,0.020760518,2.2203434,-0.010031819,1.9956672,-0.0030785357,0.5862926,0.019271744,0.48073208
GH2,0.021050798,0.6857129,-0.028209131,0.43331194,-0.03295151,0.52792346,0.04806629,0.45675915
ACHE,0.13255991,-2.3912263,-0.06035832,-3.6967616,-0.070683405,0.38715303,0.17619696,0.58870506
NRG3,-0.0013629114,-0.0807018,-0.03435485,-0.3209452,-0.05238964,0.5845737,0.03222578,0.496985
LRRK2,0.007674115,1.6728061,-0.024315633,1.244213,-0.09729367,0.6940589,0.060643338,0.51964355
BGLAP,0.04268172,1.8325626,-0.04301938,1.3409166,-0.0033403952,0.56597817,0.037798226,0.5403724
IL5,0.02765382,1.1604236,-0.026309822,0.9270824,-0.03215419,0.5776658,0.038991172,0.4685092
GPD1,0.01919158,0.5477996,-0.028474744,0.27476963,-0.03308374,0.57981235,0.031012405,0.50453454
IGHA1|IGHA2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CLC,0.028480183,-1.1905962,0.012706414,-1.2539697,-0.07950081,0.43810892,0.067241415,0.32752374
N6AMT1,0.002858993,2.6963341,-0.012169739,2.686247,0.0019678525,0.60215366,-0.014812949,0.4521468
PDXK,0.01317521,2.653493,-0.017952159,2.4712627,0.005000093,0.6007463,0.0016272336,0.48938996
TLR4,0.026462661,1.4373956,-0.029036045,1.1455426,-0.027925953,0.58261704,0.039609022,0.4841796
REG4,0.13118772,-3.91484,-0.19130065,-5.427975,-0.10724067,0.30888134,0.21490774,0.6613208
HSPB1,-0.051803607,0.063359946,0.036543213,0.93803406,-0.11586723,0.77516,-0.031563718,0.25858083
CHI3L1,0.1628222,-6.560299,-0.333241,-8.689395,-0.16010346,0.18102174,0.30220553,0.7873343
ENO1,0.022092527,-0.29526308,-0.02305384,-0.56605583,-0.063234314,0.4889045,0.06829954,0.42309955
TENM3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SVEP1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TMEM119,0.028104005,1.6925433,-0.033303652,1.3650768,-0.012061688,0.56143856,0.031863235,0.4970716
TMEM167A,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C11orf87,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SPATA20,-0.013517848,1.9392532,-0.014277274,2.1457047,-0.019615587,0.5701069,-0.01124186,0.3892064
