protein1,protein2
P02765,Q8NDV1
P08473,P08729
P12830,P08729
P04637,P08729
P15941,P08729
P09104,P08729
P13591,P08729
P02771,P08729
P10721,P08729
P06401,P08729
Q06187,P15814
P02768,P05543
Q6Q788,P05543
P00734,P05543
P02656,P05543
P02771,P05543
P07948,P07359
P27986,P07359
P02751,P07359
P01042,P07359
P12931,P07359
P84077,P35606
P26641,P35606
P55735,P35606
Q00610,P35606
O14653,P35606
P68431,Q92522
P00533,Q6S5L8
P62993,Q6S5L8
P04626,Q6S5L8
P08069,Q6S5L8
P21860,Q6S5L8
Q15303,Q6S5L8
P04629,Q6S5L8
P12931,Q6S5L8
P22607,Q6S5L8
P10721,Q6S5L8
Q07889,Q6S5L8
P08581,Q6S5L8
P21802,Q6S5L8
P16234,Q6S5L8
P09619,Q6S5L8
P35968,Q6S5L8
P43403,Q6S5L8
P06241,Q6S5L8
O75390,Q9Y295
P23396,Q9Y295
P60866,Q9Y295
P63244,Q9Y295
P39019,Q9Y295
P25398,Q9Y295
P46782,Q9Y295
P46777,Q9Y295
P05107,Q9BY67
P05362,Q9BY67
P05231,Q9BY67
P01732,Q9BY67
"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object",Q9BY67
Q9NZ94,Q9BY67
P58401,Q9BY67
P17174,P07202
P00505,P07202
Q13546,Q9UHD2
O00206,Q9UHD2
O14920,Q9UHD2
P17181,Q8IU54
P42224,Q8IU54
P01562,Q8IU54
P01579,Q8IU54
P15260,Q8IU54
P29597,Q8IU54
P22301,Q8IU54
P05231,Q8IU54
P49902,Q16831
Q9BXI3,Q16831
Q969T7,Q16831
P07741,Q16831
Q96G03,Q16831
P04818,Q16831
Q9UQM7,Q9ULK0
P05231,O14543
P41159,O14543
P51692,O14543
P42229,O14543
P01579,O14543
P17181,O14543
P42226,O14543
P09919,O14543
Q06124,O14543
P00533,P01127
P01133,P01127
P09038,P01127
P05019,P01127
P01308,P01127
P35968,P01127
P35916,P01127
P10721,P01127
P02452,P01127
P08581,P01127
P08069,P01127
P08138,P01127
P40763,P48357
P01189,P48357
Q06124,P48357
P05231,P48357
P01308,P48357
P26441,P48357
P51692,P48357
P01236,P48357
P42229,P48357
O95219,P48357
P01133,P48357
P02768,P04745
P02452,Q96CG8
O00144,Q96CG8
Q15063,Q96CG8
P05067,Q02246
Q9Y6K9,Q02246
P58401,Q02246
"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object",Q02246
O14786,Q02246
P05019,Q13219
P49763,Q13219
P01344,Q13219
P17936,Q13219
P19429,Q13219
P02741,Q13219
Q06609,Q9NPI8
P19388,Q9GZM3
P52435,Q9GZM3
P13984,Q9GZM3
P22301,P27930
P01375,P27930
P01579,P27930
P05231,P27930
P08887,P27930
P83876,Q9Y5U2
O94906,Q9Y5U2
O95926,Q9Y5U2
Q9BUQ8,Q9Y5U2
P60033,Q9Y5U2
P01106,P50539
O43524,P50539
P43405,P10966
P61769,P10966
P12544,P10966
P26842,P10966
P10321,P10966
P0CG48,O14964
P62979,O14964
P00533,O14964
P0CG47,O14964
P07585,Q96GW7
P98160,Q96GW7
P21810,Q96GW7
P35052,Q96GW7
P35222,Q96MU8
P14625,Q5TZF3
P68431,Q9UBU8
P61964,Q9UBU8
P06400,Q9UBU8
P62979,Q8TAT6
P55036,Q8TAT6
P98160,P23142
P07585,P23142
P12109,P23142
P29279,P23142
P12931,Q05655
P15153,Q05655
P27361,Q05655
P27986,Q05655
P28482,Q05655
P42574,Q05655
Q02750,Q05655
P19174,Q05655
P29353,Q05655
P45983,Q05655
P05362,P16581
P05231,P16581
P01375,P16581
P20701,P16581
P10145,P16581
P13500,P16581
P04275,P16581
Q13705,Q9NR23
P27037,Q9NR23
Q9H9S0,Q9NR23
P04629,Q14393
P17931,Q14393
P02751,Q14393
P31749,Q14393
P09651,O60678
P23396,P26641
P61247,P26641
P63244,P26641
P46777,P26641
P62913,P26641
P08865,P26641
P62701,P26641
P46782,P26641
P39019,P26641
P46783,P26641
P62081,P26641
P60866,P26641
P62888,P26641
P01730,P42081
P01579,P42081
P01732,P42081
P01375,P42081
P05112,P42081
P00519,P54753
O43921,P54753
P06241,P54753
P29317,P54753
P08684,P47895
P01730,P78358
P01732,P78358
P09237,P78358
P98164,Q9P2M1
P19338,Q00577
P55263,Q00577
P22626,Q00577
P61978,Q00577
P40926,Q00577
P09651,Q00577
Q13148,Q00577
P20138,Q9Y6Z7
P43629,Q9Y6Z7
P12931,Q6ZN44
Q05397,Q6ZN44
Q06124,Q6ZN44
P42574,Q6ZN44
P02751,O43155
P21589,Q8N142
P00505,Q8N142
P17174,Q8N142
P49902,Q8N142
Q8TCD5,Q8N142
P49961,Q8N142
P09919,P01242
P05019,P01242
Q9UBU3,P01242
P01189,P01242
O60674,P01242
P48357,P01242
P17936,P01242
P00750,P05154
P01008,P05154
P04004,P05154
P02675,P05154
P00742,P05154
P02679,P05154
P62979,P41226
P0CG48,P41226
P0CG47,P41226
P22314,P41226
P62837,P41226
P51668,P41226
Q16763,P41226
P17931,P11279
Q14457,P11279
P27824,P11279
Q99816,P11279
P62491,P11279
P51809,P11279
P01579,P11279
P62820,Q15907
P17181,Q8IZJ0
P15260,Q8IZJ0
Q13651,Q8IZJ0
P22301,Q8IZJ0
P29597,Q8IZJ0
P01563,Q8IZJ0
P01574,Q8IZJ0
P01562,Q8IZJ0
P08887,Q8IZJ0
P42224,Q8IZJ0
O75390,P09110
P05412,Q15759
P04637,Q15759
P43403,Q15759
P60953,Q15759
P31749,Q15759
O43524,Q15759
Q12778,Q15759
P16070,P35613
P05556,P35613
Q9HCN6,P35613
P14780,P35613
P01116,P35613
P00533,P35613
P50281,P35613
P11021,P35613
P04637,P35613
O14786,P35613
Q9NZQ7,Q8IZR5
P60866,P52815
Q9UNX3,P52815
P46782,P52815
P62263,P52815
P04233,P52815
P49771,P52815
P16410,Q7Z6A9
P26842,Q7Z6A9
Q8TDQ0,Q7Z6A9
P33681,Q7Z6A9
P62993,Q7Z6A9
P29965,Q7Z6A9
P42081,Q7Z6A9
P06127,Q7Z6A9
Q07108,Q7Z6A9
P04035,Q9Y2Z9
P53350,Q9GZM8
P18206,Q9NVD7
P05556,Q9NVD7
O43639,Q9NVD7
P18084,Q9NVD7
P08648,Q9NVD7
P17301,Q9NVD7
P18564,Q9NVD7
P26010,Q9NVD7
Q9UKX5,Q9NVD7
P23229,Q9NVD7
P60953,Q9UPT5
O00161,Q9UPT5
Q12846,Q9UPT5
P01308,Q9UPT5
Q13905,Q9UPT5
P63027,Q9UPT5
P51809,Q9UPT5
P01133,P11487
P98160,P11487
P07585,P11487
P00533,P11487
P35968,P11487
P35916,P11487
P09619,P11487
P04629,P11487
P19022,P11487
P16070,P11487
P17948,P11487
P14210,P11487
P08581,P11487
P00747,P13726
Q05397,Q8IZJ1
Q06124,Q8IZJ1
P12931,Q8IZJ1
P42574,Q8IZJ1
P61978,O00629
P52298,O00629
P46060,O00629
Q09161,O00629
P14317,Q86YM7
Q9UQM7,Q86YM7
Q92796,Q86YM7
"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object",Q86YM7
P10321,Q5T5A8
P55263,O00408
O14638,O00408
Q9BY32,O00408
P07741,O00408
P27707,O00408
P36959,O00408
Q16774,O00408
P00492,O00408
P30566,O00408
P49915,O00408
Q01433,O00408
Q8WVQ1,O00408
O75354,O00408
P54819,O00408
P10721,Q92729
P35222,Q92729
Q12864,Q92729
P01730,Q15116
P01732,Q15116
P10747,Q15116
P01579,Q15116
P20963,Q15116
P05019,Q9UBU3
Q15848,Q9UBU3
P41567,Q9UII2
P56192,Q9UII2
P10606,Q9UII2
Q96E11,Q9UII2
Q9BY32,O75356
P14618,O75356
P07741,O75356
P31939,O75356
P21912,P36957
P40926,P36957
P09110,P36957
P24752,P36957
P53396,P36957
Q9BWD1,P36957
Q01581,P36957
O75874,P36957
P48431,Q7L190
P20248,Q16667
P38936,Q16667
P14635,Q16667
O95067,Q16667
O15392,Q16667
O14965,Q16667
Q13257,Q16667
P04637,Q16667
O00762,Q16667
O43683,Q16667
P46527,Q16667
Q00987,Q16667
P53350,Q16667
P10321,Q5TA77
P60953,Q86VW2
P18283,P08263
P09488,P08263
Q96SL4,P08263
O75715,P08263
P43246,O43502
P39748,O43502
P12004,O43502
P35249,O43502
O14757,O43502
P46777,P63241
P23396,P63241
P63244,P63241
P62888,P63241
P62913,P63241
P61247,P63241
P08865,P63241
P60866,P63241
P46782,P63241
P39019,P63241
P63173,P63241
P62701,P63241
P62263,P63241
P62081,P63241
P62851,P63241
Q9BYC8,P63241
Q7Z2W9,P63241
P46783,P63241
P02765,Q9H4F1
P61586,P53667
O00238,P53667
P07900,P53667
P08238,P53667
P60953,P53667
P63104,P53667
P63000,P53667
P10145,P03950
P19883,P03950
Q06124,P43626
P29350,P43626
O14931,P43626
P26718,P43626
P61769,P43626
O95944,P43626
P13591,P43626
P02751,P02679
P02768,P02679
P02749,P02679
P00747,P02679
P04275,P02679
P15311,Q14651
Q04771,Q6ZVN8
O00238,Q6ZVN8
P61769,Q6ZVN8
Q13485,Q6ZVN8
P14618,P15531
P30613,P15531
P19876,O95715
P35222,O00255
Q9UER7,O00255
P07949,O00255
P46527,O00255
P19838,O00255
Q15910,O00255
Q15796,O00255
P68431,O00255
Q13485,O00255
P07949,P14138
P08473,Q86WD7
P78352,Q9H4G0
P16070,Q92888
P60953,Q92888
Q05397,Q92888
O75116,Q92888
Q16665,Q8N6T7
P01106,Q8N6T7
P00491,Q8N6T7
O14638,Q8N6T7
P68431,Q8N6T7
O43524,Q8N6T7
P12956,Q8N6T7
Q96EB6,Q8N6T7
P05412,Q8N6T7
P0C0S5,Q8N6T7
P04637,Q8N6T7
P27695,Q8N6T7
P09874,Q9NUW8
P12956,Q9NUW8
P39748,Q9NUW8
Q92889,Q9NUW8
O15527,Q9NUW8
P05231,Q96PD4
P01584,Q96PD4
P01579,Q96PD4
P22301,Q96PD4
P01730,Q96PD4
P40763,Q96PD4
P05113,Q96PD4
P35225,Q96PD4
P01375,Q96PD4
Q9BZS1,Q96PD4
P01137,Q96PD4
P20936,P29320
P37231,Q96AD5
Q07869,Q96AD5
P01308,Q96AD5
P16671,Q96AD5
P15090,Q96AD5
Q9UBK2,Q96AD5
Q15848,Q96AD5
P49913,Q9Y337
P40763,Q9HBE5
P60568,Q9HBE5
P05231,Q9HBE5
P01579,Q9HBE5
P22301,Q9HBE5
P04141,Q9HBE5
P42224,Q9HBE5
P01589,Q9HBE5
Q9GZX6,Q9HBE5
P35225,Q9HBE5
P08700,Q9HBE5
P42701,Q9HBE5
P01730,Q9HBE5
P24394,Q9HBE5
P11142,P25686
"ENSP
9606.ENSP00000364801    P0DMV8
9606.ENSP00000364801    P0DMV9
Name: UniProt, dtype: object",P25686
P38646,P25686
P54652,P25686
Q92598,P25686
P08238,P25686
P11021,P25686
Q13618,Q05516
Q15910,Q05516
Q99075,Q05516
P68104,Q05516
P06748,Q05516
P04637,Q05516
Q12918,Q05516
Q05655,Q9NQ66
P60484,Q9NQ66
P19174,Q9NQ66
P22455,Q9NQ66
P48736,Q9NQ66
P68431,O75530
Q16778,O75530
O60341,O75530
P0C0S8,O75530
Q96EB6,O75530
P49711,O75530
P60953,Q9H3Q1
P42224,Q9Y5J3
Q04721,Q9Y5J3
Q13618,Q9Y5J3
P04637,Q9Y5J3
P22314,P60604
P0CG48,P60604
O60260,P60604
P41226,P60604
Q9NS91,P60604
Q92890,P60604
P54920,Q13277
O14638,Q16851
P06744,Q16851
P11142,Q9UL15
Q9UNE7,Q9UL15
O60260,Q9UL15
P25685,Q9UL15
Q5S007,Q9UL15
P34931,Q9UL15
P17066,Q9UL15
Q92598,Q9UL15
O95817,Q9UL15
P04637,Q9UL15
P07900,P15311
P08238,P15311
P05129,P15311
P05771,P15311
P61586,O43182
P84022,P55316
Q12778,P55316
Q15465,P55316
P48431,P55316
O43524,P55316
P35222,P55316
P26441,Q96JP5
P23396,P68104
P61247,P68104
P46777,P68104
P60866,P68104
P62701,P68104
P08865,P68104
P63244,P68104
P62888,P68104
P62913,P68104
P30050,P68104
P62979,P68104
P46782,P68104
P39019,P68104
P25398,P68104
P62081,P68104
P62263,P68104
P62993,O75791
P29353,O75791
P22681,O75791
P06241,O75791
P06239,O75791
P00533,O75791
Q06124,O75791
P12931,O75791
P43405,O75791
P16885,O75791
P61586,O75962
P60953,O75962
P00533,Q03405
P05107,Q03405
P11215,Q03405
P04406,Q03405
P29597,Q03405
P14780,Q03405
P01033,Q03405
P05231,Q03405
P13726,Q03405
Q07954,Q03405
Q8WTV0,Q03405
Q7Z2W9,Q8N9N2
Q9UKW4,P84095
P15498,P84095
P31749,P84095
Q15811,P84095
O96013,P84095
P29317,P84095
P42768,P84095
P63000,P84095
P22301,O75144
Q9NZQ7,O75144
P33681,O75144
Q9BQ51,O75144
P01732,O75144
P60568,O75144
Q9Y5U5,O75144
P21589,P49902
Q9BY32,P49902
P35222,O43524
Q16778,P16403
O60814,P16403
P68431,P16403
P61964,P16403
P67809,P16403
P26715,Q99706
P10321,Q99706
P08637,Q99706
P13591,Q99706
Q14197,Q99706
P05556,P35443
P17301,P35443
Q9UKX5,P35443
P26010,P35443
P18564,P35443
P08648,P35443
P23229,P35443
P18084,P35443
P35225,Q969D9
P31785,Q969D9
P05112,Q969D9
P13232,Q969D9
P05113,Q969D9
Q16552,Q969D9
O00626,Q969D9
P01579,Q969D9
P01589,Q969D9
P62993,P22607
P01116,P22607
P27986,Q6ZUJ8
P43405,Q6ZUJ8
P62993,Q6ZUJ8
O43639,Q6ZUJ8
Q8WV28,Q6ZUJ8
P55075,Q9NZU0
P11362,Q9NZU0
P06744,P30613
P04075,P30613
P68431,P10242
P16220,P10242
P01106,P10242
P04637,P10242
P19338,P10242
P49715,P10242
P63279,P10242
O60603,P10809
P08238,P10809
P07900,P10809
P11142,P10809
P05067,P10809
P11021,P10809
O75390,P10809
"ENSP
9606.ENSP00000364801    P0DMV8
9606.ENSP00000364801    P0DMV9
Name: UniProt, dtype: object",P10809
P50990,P10809
P60484,Q99497
Q14145,Q99497
Q9UNE7,Q99497
P04637,Q99497
P46531,P80370
Q04721,P80370
P01308,P80370
P0CG48,Q13404
P62979,Q13404
P0CG47,Q13404
O60260,Q13404
P22314,Q13404
Q13490,Q13404
O95999,Q13404
Q9Y6K9,Q13404
P04637,Q92993
P68431,Q92993
Q96EB6,Q92993
Q00987,Q92993
Q9Y5K5,Q92993
P61088,Q92993
P49841,Q13627
P31946,Q13627
P10636,Q13627
P05067,Q13627
P17612,Q13627
Q99523,P17405
P61586,P52306
P63000,P52306
P01116,P52306
P01112,P52306
Q13616,Q96LD8
P61956,Q96LD8
P28482,Q13541
P27361,Q13541
P60842,Q13541
P31749,Q13541
P49815,Q13541
Q5S007,Q13541
Q9UKV8,Q13541
P23588,Q13541
P01308,Q13541
P27361,P10636
P07900,P10636
P28482,P10636
P11142,P10636
Q9UNE7,P10636
P08238,P10636
Q15648,P13984
Q9UBK2,Q06413
P35222,Q06413
Q05397,Q06413
Q15759,Q06413
P53778,Q06413
Q16539,Q06413
Q15596,Q06413
P45379,Q06413
Q14289,Q06413
P62979,Q9UBL3
P68431,Q9UBL3
P0CG48,Q9UBL3
P0CG47,Q9UBL3
P35222,Q9UBL3
O60814,Q9UBL3
Q15910,Q9UBL3
O95786,Q8N386
P24941,P31947
P04049,P31947
P05412,P31947
P46527,P31947
P25963,P31947
Q07889,P31947
P42229,P05814
P02768,P05814
P01236,P05814
Q15303,P05814
Q13427,P54855
P07864,Q96GA7
P00338,Q96GA7
P11215,Q9BZZ2
P34810,Q9BZZ2
Q9NNX6,Q9BZZ2
P08637,Q9BZZ2
P20591,Q9BZZ2
P09038,P21246
P27986,Q05397
Q04771,Q92859
P12643,Q92859
P12644,Q92859
P22004,Q92859
P14151,Q8NCG5
P00533,P42229
Q06124,P42229
P42224,P42229
P60568,P42229
P51692,P42229
P68431,Q92833
P62979,Q92833
P0CG48,Q92833
Q96KQ7,Q92833
P35226,Q92833
P48047,Q92833
O60814,Q92833
Q16778,Q92833
Q14781,Q92833
Q92769,Q92833
Q15811,Q9H4A3
Q13618,Q9H4A3
P60033,Q8NEF9
Q9NYH9,Q8NEF9
P23396,Q8NEF9
P46527,Q96JK2
P12814,Q96JK2
P62837,O43567
P0CG47,O43567
P0CG48,O43567
P62979,O43567
P84022,Q9H6Z4
Q15796,Q9H6Z4
Q13501,Q14141
P09651,Q14141
P16333,Q14141
O43524,Q13485
P01137,Q13485
Q13873,Q13485
P60468,P00167
Q15762,Q68D85
Q9NZQ7,Q68D85
P26715,Q68D85
P26718,Q68D85
P20963,Q68D85
P19404,Q9P016
P99999,Q9P016
P54920,Q96EV8
P63027,Q96EV8
P30153,O43768
P05198,P36873
P46937,P36873
P17612,P19429
P12931,P56539
P06241,P56539
P00533,P56539
Q16623,P56539
P07900,P56539
P08238,P56539
P14625,P56539
P99999,Q49B96
P48637,P30041
P02788,P03973
P17538,P03973
P04637,Q92630
Q00987,Q92630
P11021,Q8IW75
P43490,Q8IW75
Q9HD89,Q8IW75
Q9BQ08,Q8IW75
Q15848,Q8IW75
P41159,Q8IW75
P20701,Q14773
P05362,Q14773
P15311,Q5T2W1
Q9BYF1,Q5T2W1
Q07157,Q5T2W1
P08637,O14931
O75015,O14931
P01579,O14931
P40933,O14931
Q06124,P43628
P61769,P43628
O14931,P43628
P26718,P43628
P13591,P43628
O95944,P43628
P08637,P43628
P00533,Q15303
P35222,Q08050
P84022,Q08050
O95067,Q08050
O00762,Q08050
P40763,Q08050
P24941,Q08050
Q96GD4,Q08050
P31350,Q08050
Q92793,Q08050
O43683,Q08050
P28907,P06127
P43403,P06127
P13591,P06127
O60260,Q9H4P4
Q15303,Q9H4P4
P08069,Q9H4P4
P00533,Q9H4P4
Q9UHD2,Q9H4P4
P36873,O15355
P02768,P08185
P04150,P08185
P01189,P08185
P36954,B0FP48
P53803,B0FP48
P61218,B0FP48
P07996,Q6Y288
O14638,Q96CD2
P04818,Q96CD2
P31749,O95988
Q9Y243,O95988
Q15648,O95988
Q14145,Q8IXQ5
P20839,Q8IXQ5
P62258,Q16512
Q16539,Q16512
O60341,Q16512
P60953,Q16512
P0CG48,Q14596
P62979,Q14596
P0CG47,Q14596
Q9H1Y0,Q14596
Q14457,Q14596
P19388,Q15560
P19387,Q15560
P53803,Q15560
P20226,Q15560
P61218,Q15560
P29083,Q15560
P52435,Q15560
Q08945,Q15560
O15160,Q15560
P13984,Q15560
P0CG48,O94782
P62979,O94782
P0CG47,O94782
P07992,O94782
P54578,O94782
Q9Y5K5,O94782
P35249,O94782
P01112,Q92565
P01111,Q92565
P01116,Q92565
P01033,Q6HA08
Q9UIW2,Q14195
P61586,Q14195
P60763,Q14195
Q9UM54,Q14195
Q9Y5K6,Q14195
P19838,P52294
P52298,P52294
Q09161,P52294
P07910,P52294
P61978,P52294
P14618,P52294
P52292,P52294
Q9BY43,Q5VW32
P62913,Q96E11
P46777,Q96E11
P23396,Q96E11
P60866,Q96E11
P49771,Q96E11
Q15648,Q96E11
Q9BYD6,Q96E11
P62263,Q96E11
P08865,Q96E11
P04233,Q96E11
P46782,Q96E11
P07741,Q9H2U2
P26641,Q9H2U2
P52815,Q9H2U2
P06744,Q9H2U2
Q13148,Q8WXF1
P27986,O15530
Q9Y243,O15530
O14920,O15530
P60484,O15530
P07900,O15530
P11021,Q14703
Q8NBP7,Q14703
Q01581,Q14703
P04637,P18847
Q00987,P18847
P16220,P18847
P17861,P18847
P05231,P18847
P05198,P18847
P45983,P18847
P38936,P18847
P01106,P18847
P40763,P18847
P01106,Q6ZN17
P48431,Q6ZN17
P17066,P59910
P34931,P59910
P98077,Q5VY43
P12931,O75056
P09038,O75056
P14317,O75056
P98160,O75056
P51654,O75056
P02751,O75056
P55072,O15503
P01308,O15503
P15311,O94856
P02751,Q9UBX5
P02461,Q9UBX5
P27361,P46734
P28482,P46734
P45984,P46734
Q15628,P46734
P15153,P46734
Q13546,P46734
P60763,P46734
P31749,P46734
P05412,P46734
O75356,P20839
O75355,P20839
Q9H0P0,P20839
P02647,P05090
P02649,P05090
P04114,P05090
P02749,P05090
O95445,P05090
P02656,P05090
P02655,P05090
O14791,P05090
P0CG48,Q9UHD9
P62979,Q9UHD9
P55036,Q9UHD9
P0CG47,Q9UHD9
P09651,Q9UHD9
P00441,Q9UHD9
P31948,Q9UHD9
Q9UHD2,Q9UHD9
Q13501,Q9UHD9
P54727,Q9UHD9
Q9UQN3,Q9UHD9
O00499,Q8NFT8
Q07157,P11171
"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object",P11171
P02768,Q8TD30
P02741,Q8TD30
P00734,Q8TD30
P21912,Q8TD30
P00738,Q8TD30
P01308,Q8TD30
P13726,Q8TD30
O43175,Q8TD30
P10599,Q9H7Z7
P04637,P09429
P48061,P09429
P01584,P09429
P19838,P09429
P00747,P09429
P01583,P09429
P27797,P09429
Q9UIW2,Q9NZ53
P14151,Q9NZ53
P38646,Q9Y512
Q96E11,Q9Y512
O60674,Q9UQQ2
P62993,Q9UQQ2
P04629,Q9UQQ2
Q16620,Q9UQQ2
P10721,Q9UQQ2
P36888,Q9UQQ2
P06239,Q9UQQ2
Q15910,Q9UQQ2
P07741,Q08499
O14638,Q08499
P30566,Q08499
P63244,Q08499
P49407,Q08499
Q9UQM7,Q08499
P11142,Q9NXW2
P38646,Q9NXW2
P11021,Q9NXW2
P34931,Q9NXW2
Q92598,Q9NXW2
"ENSP
9606.ENSP00000364801    P0DMV8
9606.ENSP00000364801    P0DMV9
Name: UniProt, dtype: object",Q9NXW2
O95816,Q9NXW2
P63027,Q9P0L0
Q9BV40,Q9P0L0
Q16623,Q9P0L0
P60468,Q9P0L0
P04233,P07858
P10415,P07858
Q07817,P07858
P05067,P07858
P14780,P07858
P34810,P07858
P01023,P07858
P20226,P23511
P04637,P23511
Q92831,P23511
P16220,P23511
Q01581,P23511
P29279,Q99594
O75197,O00144
O75581,O00144
P50148,O00144
P35222,O00144
Q15796,Q969W9
P84022,Q969W9
P62979,Q9C005
P68431,Q9C005
P0CG48,Q9C005
P0CG47,Q9C005
P0C0S8,Q9C005
O60814,Q9C005
Q15717,Q92688
P78352,Q9ULH4
P04637,P07355
O00206,P07355
P00533,P07355
P01106,P07355
P27797,P07355
P60953,P07355
P62979,P61247
P55735,Q8NHG7
P35222,Q86UL8
P45984,Q8WTR2
P11597,Q9NP55
P02788,Q9NP55
P60880,O00445
P63027,O00445
Q16623,O00445
P00533,P46109
Q05397,P46109
P12931,P46109
Q07889,P46109
P27986,P46109
P45983,P46109
P29353,P46109
Q13616,Q99627
P19174,Q99627
P62993,Q99627
Q13618,Q99627
O43561,Q99627
Q14457,O95352
Q13501,O95352
P04637,O95352
P42574,O95352
P10415,O95352
P00533,P04085
P01133,P04085
P05019,P04085
P01308,P04085
P35968,P04085
P09038,P04085
P17948,P04085
P11362,P04085
P35916,P04085
Q02763,P04085
P08581,P04085
P10721,P04085
P21802,P04085
P17252,P08133
P14618,Q9Y6K8
P30613,Q9Y6K8
O14638,Q9Y6K8
P23921,Q9Y6K8
O00746,Q9Y6K8
P22392,Q9Y6K8
P15531,Q9Y6K8
Q7LG56,Q9Y6K8
P31350,Q9Y6K8
Q01433,Q9Y6K8
P21589,Q9Y6K8
O75355,Q9Y6K8
Q9BXI3,Q9Y6K8
P11021,Q86YB8
P30101,Q86YB8
P27986,P06241
Q06124,P06241
P35222,P06241
P43405,P06241
P45983,Q96LC9
P63167,Q96LC9
P46777,O00541
P63173,O00541
P62913,O00541
P62888,O00541
Q9UNX3,O00541
P22087,O00541
P55769,O00541
Q92979,O00541
Q15648,O00541
Q13283,Q7KZF4
P42229,Q7KZF4
P51692,Q7KZF4
P09871,O75920
P07585,Q06828
P02751,Q06828
P98160,Q06828
P02452,Q06828
P07741,O76074
P36959,O76074
Q16774,O76074
Q9BY32,O76074
P00492,O76074
P49915,O76074
Q8WVQ1,O76074
O75354,O76074
P21589,O76074
Q8WZ42,P12829
P19429,P12829
P35609,P12829
P09493,P12829
P06753,P12829
P04275,P07307
P27695,Q96FI4
P09874,Q96FI4
Q14145,Q96FI4
P61081,Q8NC69
P14618,Q9Y5L3
P30613,Q9Y5L3
Q9Y3E7,Q9Y5L3
O43633,Q9Y5L3
Q7Z2W9,Q86TS9
Q9BYC8,Q86TS9
P52815,Q86TS9
Q5T653,Q86TS9
O75394,Q86TS9
O60783,Q86TS9
Q96E11,Q86TS9
P12931,Q16625
P35222,Q16625
P42574,Q16625
P30153,Q16625
P36897,Q16625
Q8WTV0,Q16625
P01584,Q16625
P61586,Q96FE5
P04629,P56159
Q15185,Q8IVD9
O95219,Q8IVD9
P61586,Q8TAA9
P55263,Q08493
P07741,Q08493
O14638,Q08493
P27707,Q08493
P30566,Q08493
P17612,Q08493
P60953,O60890
P98172,O60890
P61586,O60890
O75015,P24071
P08637,P24071
P02786,P24071
P02741,P24071
Q08708,P24071
P41226,P62256
Q06124,Q5QGZ9
Q9P2W9,Q5QGZ9
P26951,Q5QGZ9
O43752,Q5QGZ9
Q8TDQ0,Q5QGZ9
Q96AJ9,Q5QGZ9
P29353,P07949
P62993,P07949
P27986,P07949
P40763,P07949
P01116,P07949
P21912,P07949
Q06124,P07949
P01111,P07949
P12931,P07949
P01375,Q92956
P16410,Q92956
Q15116,Q92956
P26842,Q92956
Q9Y5U5,Q92956
P18627,Q92956
Q9NZQ7,Q92956
P55036,Q9H347
Q13148,Q9H347
P04637,P63279
Q92793,P63279
P43405,Q6UXN8
Q92979,Q13901
P55769,Q13901
Q9NYH9,Q13901
P22087,Q13901
P62888,Q13901
P46777,Q13901
P02765,P00738
P01024,P00738
P27169,P00738
P02788,P00738
Q05086,P17735
P07741,P17735
P17538,P17735
P35222,Q07157
P12931,Q07157
P18206,Q07157
P15498,P63000
P60763,P63000
P42768,P63000
P45983,P63000
P60953,P63000
P31749,P63000
Q9H0R8,Q9GZZ9
P0CG47,Q9GZZ9
P61086,Q9GZZ9
P68036,Q9GZZ9
O95352,Q9GZZ9
A0AVT1,Q9GZZ9
P62837,Q9GZZ9
P62993,P49418
O00401,P49418
P42768,P49418
P10747,Q86YT9
P02768,A1KZ92
P04406,A1KZ92
P42574,A1KZ92
P99999,A1KZ92
P31749,A1KZ92
P27361,A1KZ92
P10415,A1KZ92
P01133,A1KZ92
P40763,A1KZ92
P04637,A1KZ92
P05231,A1KZ92
P01308,A1KZ92
P01584,A1KZ92
P01375,A1KZ92
P34810,A1KZ92
P12830,A1KZ92
P0CG48,O00762
Q99728,O00762
P53350,O00762
P60568,P01833
P02788,P01833
P11912,P01833
P56704,Q2MKA7
P01133,Q2MKA7
P35222,Q2MKA7
O15520,Q2MKA7
Q9H461,Q2MKA7
P48436,Q2MKA7
Q15067,O75381
P09110,O75381
P22307,O75381
P78352,Q7LC44
P16220,Q7LC44
Q06787,Q7LC44
Q05086,Q7LC44
Q9UQM7,Q7LC44
Q9BWD1,P14324
P56704,Q9BXY4
P09958,Q9BXY4
P35222,Q9BXY4
Q9H461,Q9BXY4
P35222,Q8IUQ4
P63208,Q8IUQ4
P49841,Q8IUQ4
P51668,Q8IUQ4
Q15819,Q8IUQ4
P61077,Q8IUQ4
P62837,Q8IUQ4
Q99933,Q8IUQ4
P26368,P31943
P15498,P20701
O60341,Q9H9Q4
P18887,Q9H9Q4
Q06609,O14678
P62979,O60814
P0CG48,O60814
P0CG47,O60814
P62993,Q13444
